,store,address,phone
343,서래점,서울특별시 서초구 서래로 17 ,T.02-537-7792
344,신도림점,서울특별시 구로구 경인로 661 ,T.02-3439-7887
345,수원쉬즈메디점,경기도 수원시 팔달구 경수대로 527 ,T.031-237-8899
346,장안1호점,서울특별시 동대문구 장한로 85 ,T.02-2243-4560
347,논현점,서울특별시 강남구 강남대로118길 43 ,T.02-516-1030
348,평택sk점,경기도 평택시 중앙로 176 ,T.031-656-9494
349,한양대점,서울특별시 성동구 왕십리로 229 ,T.02-2292-4565
350,청담2호점,서울특별시 강남구 도산대로50길 12 ,T.02-541-2630
351,강남면허점,서울특별시 강남구 테헤란로114길 16 ,T.02-563-8201
352,서울역점,서울특별시 용산구 후암로 107 게이트웨이타워 201 ,T.02-727-4700
353,일산화정점,경기도 고양시 덕양구 화중로104번길 28  ,T.031-965-3496
354,파드점,경기도 남양주시 화도읍 북한강로 1494 ,T.031-511-4536
355,블랙 청담점,서울특별시 강남구 도산대로 443 ,T.02-3442-0232
356,이태원점,서울특별시 용산구 이태원로 170 ,T.02-796-6640
357,블랙 압구정점,서울특별시 강남구 언주로172길 11 ,T.02-517-9890
358,마운틴점,경기도 성남시 분당구 구미로192번길 4 ,T.031-714-4565
359,와인탐탐 블랙 도산로점,서울특별시 강남구 언주로 732 ,T.02-547-4565
360,화성행궁점,경기도 수원시 팔달구 정조로 820 ,T.031-245-4565
361,탐스커버리 청담점,서울특별시 강남구 도산대로89길 3 ,T.02-511-5090
362,아셈타워점,서울특별시 강남구 봉은사로 543 ,T.02-517-4565
363,도산로점,서울특별시 강남구 논현로152길 37 ,T.02-544-8990
364,금천본점,서울특별시 금천구 시흥대로 398 ,T.02-863-4565
365,광진화양점,서울특별시 광진구 능동로13길 26 ,T.02-497-4565
366,탐스커버리 건대점,서울특별시 광진구 아차산로 236 ,T.02-465-4565
367,홍대파크점,서울특별시 마포구 잔다리로 16 ,T.02-324-4565
368,탐스퀘어영등포점,서울특별시 영등포구 영중로 21 ,T.02-2634-5565
369,정자역점,경기도 성남시 분당구 성남대로331번길 3-3 ,T.031-719-1090
370,일원점,서울특별시 강남구 개포로140길 30 ,T.02-2226-4565
371,율동공원점,경기도 성남시 분당구 문정로 138 ,T.031-8017-4565
372,영등포역점,서울특별시 영등포구 경인로 851-1 ,T.02-2672-4565
373,영등포시장역점,서울특별시 영등포구 영중로 58 ,T.02-2636-4565
374,역삼2호점,서울특별시 강남구 논현로 338 ,T.02-3452-4565
375,어린이대공원점,서울특별시 광진구 광나루로 383 ,T.02-2205-4565
376,신촌로터리점,서울특별시 서대문구 신촌로 109 ,T.02-364-4565
377,서울대입구점,서울특별시 관악구 관악로 173 ,T.02-878-5565
378,부산동의대점,부산광역시 부산진구 엄광로 176 ,T.051-892-2346
379,도봉산입구점,서울특별시 도봉구 도봉산4길 4-13 ,T.02-955-4565
380,난곡사거리점,서울특별시 관악구 남부순환로 1474 ,T.02-865-4565
381,고대점,서울 성북구 고려대로24길 63 (안암동5가) ,T.02-925-4565
382,압구정본점,서울 강남구 논현로163길 10 (신사동) ,T.02-542-4565
383,라운지탐탐 수원화성행궁점,경기 수원시 팔달구 정조로 820 (팔달로1가) 2층 라운지탐탐,T.031-245-4565
384,철원점,강원 철원군 동송읍 이평리 682-33 1층,T.033-455-2696
385,왕십리센트라스점,"서울 성동구 왕십리로 410 (하왕십리동, 센트라스)  i동 1층 121,122호",T.02-2294-9004
386,용두동아제약점,서울 동대문구 천호대로 63 (용두동) 1층,T.02-953-8832
387,통영점,"경남 통영시 무전8길 21-6 (무전동, 오페라노래연습장) ",T.055-644-4666
388,에그탐탐 역삼점,"서울 강남구 테헤란로 205 (역삼동, 역삼빌딩) ",T.02-3453-5103
389,창동본점,서울 도봉구 노해로 285 (창동) 1~3층,T.02-543-3242
390,더 클래식 압구정로데오점,"서울 강남구 선릉로 823 (신사동, 한양타운빌딩) ",T. 준비 중입니다.
391,다산신도시점,경기 남양주시 다산순환로 397-47 (다산동) ,T.031-552-7890
392,NC마산야구장점(외야),경남 창원시 마산회원구 삼호로 63 창원NC파크 탐앤탐스 ,T.-
393,JS노송병원점,인천 서구 가정로 280 (석남동) ,T.032-575-7598
394,평택고덕점,"경기 평택시 고덕면 고덕중앙로 320 (여염리, 원희캐슬고덕 지식산업센터) ",T.031-611-6776
395,라운지탐탐 건대Biz센터점,서울 광진구 아차산로 236 (자양동) 탐스커버리 건대점 4F,T.02-465-4565
396,라운지탐탐 홍대파크점,"서울 마포구 잔다리로 16 (서교동, 태성빌딩) 5층",T.02-324-4565
397,청라랜드마크점,인천 서구 보석로 18 (청라동) 1층 탐앤탐스 ,T.032-564-7701
398,미사스마트밸리점,"경기 하남시 미사강변서로 16 (풍산동, 하우스디스마트밸리) 1층 탐앤탐스 ",T.031-5175-7300
399,라운지탐탐 이태원점,"서울 용산구 이태원로 170 (이태원동, 이태원쇼핑타운) 2층 라운지탐탐",T.02-3412-0781
400,제주노형점,제주특별자치도 제주시 신형로 14 (노형동) 1층 탐앤탐스,T.067-747-7224
401,부산센트럴스퀘어점,"부산 부산진구 중앙대로666번길 50 (부전동, 더샵 센트럴스타) 104호 탐앤탐스",T.051-809-1071
402,울산더테라스가든점,"울산 남구 삼산로 231 (달동, 울산 센트럴 자이) 1층 탐앤탐스",T.052-266-0188 
403,제주외도점,제주특별자치도 제주시 월대5길 6 (외도이동) 1층 탐앤탐스,T.064-743-8101
404,강화도씨사이드리조트점,인천 강화군 길상면 장흥로 217 (선두리) 1층 탐앤탐스  ,T.
405,수원 도이치 오토월드 테이크아웃점,경기 수원시 권선구 권선로 308-5 (고색동) 1층 GATE 1  앞,T.070-4006-8960
406,수원 도이치 오토월드 본점,경기 수원시 권선구 권선로 308-5 (고색동) 121~122호 (GATE 3번 앞 ),T.070-4006-6520
407,블랙 그레이트점,서울 광진구 구의동 245-11 ,T.070-8666-4565
408,라운지탐탐 더스토리지점,경기 남양주시 고산로 249-18 (삼패동) 2층,T.031-521-1565
409,라운지탐탐 블랙그레이트점,"서울 광진구 아차산로 426 (구의동, 재성빌딩) 지하1층",T.02-515-4565
410,마곡 이너매스점,"서울 강서구 마곡중앙2로 35 (마곡동, 이너매스마곡Ⅱ) 1층 108~110호",T.070-4775-4545
411,진접점,경기 남양주시 오남읍 경복대로 63-36 (양지리) 탐앤탐스 1~2층,T.031-572-9998
412,울산일산해수욕장점,울산 동구 해수욕장10길 22 (일산동) 탐앤탐스 2층,T.052-235-0900
413,이천안흥점,"경기 이천시 애련정로 67-23 (안흥동, 이천코아루휴티스1단지) 103동 201호",T.031-8011-3676
414,장유율하점,경남 김해시 율하6로 49 (장유동) 솔리비오 메디컬센터 1층,T.055-724-1621
415,와인탐탐 블랙그레이트점,서울 광진구 아차산로 462 (구의동) 4층 와인탐탐,T.070-8666-4902
416,와인탐탐 AK플라자점,경기 광명시 양지로 19 (일직동) AK플라자광명점 지하1층 와인탐탐 AK플라자광명점,T.070-4048-4519
417,김포운양역점,경기 김포시 김포한강1로 238 (운양동) 라비드퐁네프,T.
418,시립대로미디어점,"서울 동대문구 서울시립대로 58 (전농동, 욱영58) ",T.070-4616-4652
419,탐앤탐스 광명AK플라자점,경기 광명시 일직동 512-3 경기도 광명시 일직동 512-3 AK플라자 자하 2층(B2)  ,T.070-4006-4515  
420,다산행정복지센터점,경기 남양주시 미금로 103 (다산동) 104호,T.031-557-7776
421,탐앤탐스 보령점,충남 보령시 한내로 62 (명천동) 1층 107호(명천동),T.041-931-0781
422,탐앤탐스 부천중동위브점,"경기 부천시 신흥로 170 (중동, 위브더스테이트) 1층 탐앤탐스",T.032-662-9232
423,거여점,서울 송파구 거여동 35 ,T.
424,탐앤탐스 구리엘마트점,"경기 구리시 동구릉로136번길 57 (인창동, 구리유통종합상가) 엘마트 구리점 3층 푸드코트",T.
425,탐앤탐스 종로한올타워점,"서울 종로구 종로 96 (종로2가) 지상1,2층 탐앤탐스",T.02-2279-8836
426,탐앤탐스 전주중노송점,전북 전주시 완산구 견훤왕궁로 57-2 (중노송동) 1층,T.063-282-5252
