,store,address,phone
437,구월,인천 남동구 구월동 1133-13,032-433-3232
438,구월아시아드,인천 남동구 구월동 1517-2,032-214-1991
439,논현1호(인천),인천 남동구 논현동 620-8,032-434-0096
440,논현에코메트로,인천 남동구 논현동 752-1,032-437-1991
441,만수1호,인천 남동구 만수동 1045 103호,032-461-7600
442,만수2호,인천 남동구 만수동 1118-2,032-469-1848
443,만수3호,인천 남동구 간석3동 921-14,032-461-9999
444,서창,인천 남동구 서창동 706,032-467-1991
445,소래포구,인천 남동구 논현동 671-3,032-439-0333
446,간석1호,인천 남동구 구월동 70-80,"032-432-6765,6764"
447,구월,인천 남동구 구월동 1133-13,032-433-3232
448,구월아시아드,인천 남동구 구월동 1517-2,032-214-1991
449,논현1호(인천),인천 남동구 논현동 620-8,032-434-0096
450,논현에코메트로,인천 남동구 논현동 752-1,032-437-1991
451,만수1호,인천 남동구 만수동 1045 103호,032-461-7600
452,만수2호,인천 남동구 만수동 1118-2,032-469-1848
453,만수3호,인천 남동구 간석3동 921-14,032-461-9999
454,서창,인천 남동구 서창동 706,032-467-1991
455,소래포구,인천 남동구 논현동 671-3,032-439-0333
456,송현(인천),인천 동구 송림동 234-1,032-765-8338
457,갈산삼산지구,인천 부평구 갈산동 55-8,032-525-1991
458,부개3동,인천 부평구 부개동 12-176,"032-521-9982,513-9982"
459,부평1호,인천 부평구 부평동 451-30,032-525-9982
460,부평2호,인천 부평구 부평동 889-8,032-518-9800
461,부평역,인천 부평구 부평동 192-14,032-503-1991
462,산곡1호,인천 부평구 산곡동 369-270,032-508-9001~2
463,산곡2호,인천 부평구 청천동 259-15,032-244-2626
464,산곡3호,인천 부평구 산곡2동 251-1,032-508-8892
465,삼산(부평),인천 부평구 삼산동 433-1,050-8389-8917
466,십정1호,인천 부평구 십정동 440-11,032-437-8989
467,청천,인천 부평구 청천동 14-8,032-501-1991
468,가정루원시티,인천 서구 가정동 614-14,032-564-1990
469,가좌,인천 서구 가좌동 30-78,032-579-9989
470,검단1호,인천 서구 검단로 왕길동 637-1,032-561-9772
471,검암,인천 서구 검암동 626-2번지 태건프라자 105호,032-568-2313
472,당하,인천 서구 마전동 585,032-568-9949
473,불로원당,인천 서구 당하동 1033-3 조이빌 103,"032-564-9994,2113"
474,석남가정,인천 서구 가정동 505-4,032-578-9988
475,연희1호(인천),인천 서구 심곡동 257-15,032-567-0092
476,청라호수공원,인천 서구 청라동 152-15,032-568-1991
477,동춘,인천 연수구 동춘동 934-1,032-815-9114
478,선학연수3호,인천 연수구 선학동 406-2,032-815-3993
479,송도1호,인천 연수구 송도동 21-59  302동 102호,032-858-8883
480,송도8공구,인천 연수구 송도동 316,032-858-1991
481,송도드림시티,인천 연수구 송도동 3-2,032-505-1991
482,송도캠퍼스타운,인천 연수구 송도동 155(송도아메리칸타운파크),032-811-2019
483,연수중앙,인천 연수구 연수동 626,032-821-9945
484,옥련,인천 연수구 옥련동 194-4,032-833-9949
485,공항신도시,인천 중구 운서동 2801-3,032-746-5810~1
486,영종하늘도시,인천 중구 중산동 1884-4,032-751-8933
487,선운지구,광주 광산구 선암동 777,062-945-1991
488,소촌우산,광주 광산구 소촌동 244-6,062-942-1200
489,송정1호,광주 광산구 도산동 1143,062-944-9992
490,수완1호,광주 광산구 장덕동 1479번지 1층,062-956-1991
491,수완2호,광주 광산구 수완동 1126,062-961-9299
492,신가,광주 광산구 신가동 974-6,062-956-6662
493,신창,광주 광산구 신창동 1236-1,062-962-9282
494,운남1호,광주 광산구 월곡2동 683-1,062-952-9930~1
495,첨단1호,광주 광산구 산월동 884-2,062-973-8892~3
496,첨단2호,광주 광산구 쌍암동 655-4번지,062-973-1292~3
497,첨단중앙,광주 광산구 쌍암동 694-60,062-971-8585
498,하남1호,광주 광산구 산정동 977-13,062-951-9944
499,하남2지구,광주 광산구 산정동 1039,062-962-1122
500,노대효천,광주 남구 노대동 819,062-651-1991
501,백운,광주 남구 서동 71-15,062-652-9989
502,봉선1호,광주 남구 주월1동 1253-4,062-654-9994
503,봉선2호,광주 남구 봉선동 164-1,062-655-9945
504,주월,광주 남구 월산동 1034-17,062-676-9555
505,진월,광주 남구 진월동 870번지 한국아델리움 2차상가 230동 102호,"062-672-9292,672-9288"
506,계림,광주 동구 대인동 319-6,062-222-8599
507,조선대,광주 동구 지산동 500번지,062-234-9933
508,학동,광주 동구 학동 735-16,"062-236-0082,0092"
509,두암1호,광주 북구 두암2동 826-50,062-266-9997
510,매곡,광주 북구 매곡동 334-5,062-574-0207
511,문흥1호,광주 북구 문흥동 980-15,"062-269-9990,264-9990"
512,양산1호,광주 북구 양산동 877-1 1층,062-576-9296
513,연제,광주 북구 연제동 41-3,062-571-8292
514,오치,광주 북구 오치동 785-4,062-262-1991
515,운암1호,광주 북구 운암3동 1051-5,062-529-9993~4
516,운암2호(광주),광주 북구 운암동 운암동 130-1,062-511-9992
517,일곡1호,광주 북구 일곡동 834-11,"062-573-7892,572-7893"
518,전남대,광주 북구 용봉동 157-20,062-262-9993
519,첨단신용,광주 북구 신용동 693,062-575-1200
520,금호,광주 서구 쌍촌동 881번지,062-382-1991
521,농성1호,광주 서구 화정동 178-128,062-351-0807
522,동천(광주),광주 서구 동천동 598,062-515-9966
523,마재,"광주 서구 금호동 813 대주파크빌상가 124동 114호, 115호",062-682-8800
524,상무1호,광주 서구 치평동 1258,062-376-9901
525,쌍촌1호,광주 서구 쌍촌동 147,062-383-9945~6
526,풍암1호,광주 서구 풍암동 1111-2,062-681-3999
527,화정1호(광주),광주 서구 화정동 824-16,062-384-8292
528,화정2호,"광주 서구 농성동 666-1 1층 113,114호",062-351-9288
529,법동,대전 대덕구 중리동 385-26,042-633-8292
530,송촌1호,대전 대덕구 송촌동 454-4,042-621-9292
531,신탄진,대전 대덕구 석봉동 309-1,042-932-9901
532,한남대,대전 대덕구 한남로 오정동 223-260,042-632-1991
533,가오천동,대전 동구 가오동 235-12,042-282-9280
534,낭월,대전 동구 낭월동 370,042-273-9772
535,비래,대전 동구 가양동 88-1 조일아파트상가 A동,042-633-1991
536,용운,대전 동구 용운동 306-3,"042-272-9030,9040"
537,자양대동,대전 동구 대동 192-1,042-627-9996
538,가장내동,대전 서구 가장동 50-45,042-523-4567
539,갈마1호,대전 서구 갈마동 394-29,042-523-7702
540,관저느리울,대전 서구 관저동 1354,"042-543-8592,8599"
541,도마1호,대전 서구 도마동 114-19,042-538-5550
542,도안2지구,대전 서구 가수원동 1036,042-542-1991
543,둔산1호,대전 서구 둔산2동 1093,"042-483-9979,486-9949"
544,둔산2호,대전 서구 둔산동 1851,042-488-5234
545,만년,대전 서구 만년동 316,042-484-9945
546,복수,대전 서구 복수동 622,042-581-9905
547,월평1호,대전 서구 월평동 525,042-472-5670
548,탄방,대전 서구 탄방동 1007,042-484-9333
549,관저1호,대전 유성구 원내동 829 외 1필지,042-542-6999
550,관평,대전 유성구 관평동 1056,042-933-9889
551,노은1지구,대전 유성구 노은동 553-9 스타돔 120호,042-823 - 2255
552,노은2지구,대전 유성구 지족동 985-2,042-824-9985
553,도안1지구,대전 유성구 상대동 469-9,042-824-1992
554,송강,대전 유성구 봉산동 198-13,"042-933-9240,9250"
555,신성,대전 유성구 신성동 137-15,042-861-0670
556,유성,대전 유성구 봉명동 621-1,042-824-9296~7
557,전민,대전 유성구 문지동 635-8,042-863-7292
558,한밭대,대전 유성구 덕명동 592-6,042-822-1991
559,대사부사,대전 중구 대사동 69-53,042-254-9777
560,대흥,대전 중구 대흥동 204-3,042-223-1991
561,문화1호,대전 중구 문화동 466-16,"042-585-7749,7757"
562,용두오류,대전 중구 오류동 153-27,042-221-9981
563,중촌목동,대전 중구 중촌동 12-5,042-221-9992
564,태평1호,대전 중구 유천동 326-13,042-524-1992
565,공업탑,울산 남구 신정동 1218-7,052-266-9245
566,달동,울산 남구 달동 135-2,052-276-9911
567,무거1호,울산 남구 무거동 1484-2,052-223-2122
568,삼산(울산),울산 남구 달동 1266-9,052-261-1992
569,삼산2호,울산 남구 삼산동 203-15,052-256-5292
570,수암,울산 남구 야음동 692-6,052-265-9293
571,신정3동(구 신정3호점),울산 남구 신정3동 177-1,052-272-9902
572,야음1호,울산 남구 야음동 715-3,052-266-9978
573,야음2호,울산 남구 야음1동 455-8,052-267-9982
574,옥동(울산),울산 남구 옥동 584-11,052-275-7727
575,울대,울산 남구 무거동 623-6,052-249-1236
576,남목서부,울산 동구 서부동 113-33,"052-232-8992, 8997"
577,방어,울산 동구 방어동 1087-9,052-201-9905~6
578,전하,울산 동구 전하2동 634-4,052-201-8992
579,화정,울산 동구 일산동 581-36,052-201-9191
580,강동산하,울산 북구 산하동 89,052-292-1991
581,송정지구,울산 북구 송정동 407,052-244-5555
582,양정염포,울산 북구 양정동 497-11,052-287-1112
583,진장명촌,울산 북구 명촌동 692-3,052-252-1991
584,호계1호(울산),울산 북구 호계동 286-15,052-295-9945
585,호계2호,울산 북구 신천동 107-4,052-282-5151
586,화봉,울산 북구 연암동 414-3,052-289-8992
587,교동(울산),울산 울주군 삼남면 교동리 1578-1,052-263-0001
588,구영,울산 울주군 범서읍 구영리 801-6,052-244-9948
589,남창,울산 울주군 온양읍 대안리 179-10,052-238-3999
590,덕신,울산 울주군 덕신리 1294-2,052-238-8554
591,덕하,울산 울주군 상남리 818-17,052-271-4949
592,언양,울산 울주군 언양읍 남부리 256-2,052-254-5511
593,웅촌,울산 울주군 청량면 삼정리 755-1 가동 216호,052-277-9288
594,천상,울산 울주군 범서읍 천상리 650-5,052-248-1991
595,다운,울산 중구 다운동 536-1,052-249-4080
596,반구1호,울산 중구 반구동 874-3,052-293-9909
597,반구2호,울산 중구 반구동 99-17,052-291-3112~3
598,복산,울산 중구 복산동 399-12,052-292-0092
599,성안,울산 중구 성안동 804-10,052-248-3300
600,약사병영,울산 중구 약사동 629-17,052-294-9222
601,옥교,울산 중구 학산동 3-27,052-246-9294
602,우정,울산 중구 우정동 436-41,"052-246-5555,9292"
603,우정혁신,울산 중구 유곡동 473-8,052-212-8787
604,태화,울산 중구 태화동 117-2,052-221-0087
605,한솔,세종 한솔동 927,044-867-1991
606,도담,세종 도담동 245-1,044-866-1119
607,세종아름,세종  아름동 1363,044-864-1994
608,보람,세종시 보람동 628-4,044-866-9979
609,고운,세종 고운동 1718,044-867-4991
610,조치원1호,세종 조치원읍 죽림리 21-1 삼일아파트 상가 109호,041-866-5163
611,다정,세종특별자치시 다정동 363-10,044-866-5655
612,가평,경기 가평군 가평읍 대곡리 168-5,031-581-9945
613,청평,경기 가평군 청평면 청평리 452-5,031-585-9282
614,현리,경기 가평군 하면 현리 259-7,031-584-9225
615,고양동,경기 고양시 덕양구 고양동 176-8 104호,031-963-1381
616,삼송,경기도 고양시 덕양구 신원동 626-1 1층 상가 5~6호,02 -381-1991
617,원당,경기 고양시 덕양구 성사동 519-2,031-965-3210
618,원흥,경기 고양시 덕양구 도내동 966,031-962-1992
619,행신1호,경기 고양시 덕양구 행신동 995-2,031-971-9599
620,행신역,경기 고양시 덕양구 행신동 708-3,031-971-9909
621,향동지구,경기 고양시 덕양구 향동동 460-6,02 -3159-1991
622,화정1호(고양),경기 고양시 덕양구 화정동 906-5 1층 102호,031-967-8852
623,화정역,경기 고양시 덕양구 화정동 979-2,031-978-1991
624,강선,경기 고양시 일산동구 정발산동 687-5,031-911-9980
625,밤가시후곡,경기 고양시 일산동구 정발산동 1093,031-924-9292
626,백마강촌,경기 고양시 일산동구 마두동 753-3,031-903-6886
627,백송,경기 고양시 일산동구 백석동 1225 중앙프라자 103호,031-906-9942
628,식사,경기 고양시 일산동구 식사동 1531,031-932-5557
629,중산,경기 고양시 일산동구 중산동 1667-3,031-976-9989
630,풍동,경기 고양시 일산동구 풍동 1273-5,031-901-1993
631,호수,경기 고양시 일산동구 백석동 1414-15,031-903-5014
632,구일산,경기 고양시 일산서구 일산동 967-6,031-922-5589
633,대화,경기 고양시 일산서구 대화동 2126-2 (동남빌딩 101호),031-919-9981
634,주엽,경기 고양시 일산서구 주엽2동 138 애비뉴상가 1층 1068호,031-911-9985
635,킨텍스,경기 고양시 일산서구 대화동 2606,031-961-6555
636,탄현,경기 고양시 일산서구 탄현동 1562-5,031-919-9980
637,과천1호,경기 과천시 원문동 4 레미안 슈르 A상가(4번지)동 제1층 1023호,02 -503-9952
638,과천역,경기 과천시 부림동 49,02 -3679-1991
639,광명1호,경기 광명시 광명동 158-1015,02 -2615-9114
640,광명역,"경기 광명시 일직동 511-5번지 대호M스퀘어 102호, 103호",02 -897-1991
641,소하1호,경기 광명시 소하동 1240-1,02 -897-2140
642,소하2호,경기 광명시 소하동 1342-1,02 -899-1338
643,철산1호,경기 광명시 철산동 210-1,02 -2060-6761
644,철산2호,경기 광명시 철산동 92-1,02 -2060-7743
645,철산역,경기 광명시 철산동 429,02 -2685-5800
646,하안1호,"경기 광명시 하안동 35-5, 영보빌딩 102호",02 -806-2004
647,곤지암,경기 광주시 곤지암읍 곤지암리 443-9,031-763-1991
648,광주1호,경기 광주시 경안동 154-1,031-765-8292
649,신현,경기 광주시 오포읍 신현리 371-4,031-726-1091
650,양벌,경기 광주시 오포읍 양벌리 290-3,031-768-1992
651,초월,경기 광주시 초월읍 경충대로 1255,031-766-1992
652,태전(경기광주),경기 광주시 태전동 261-14,031-769-1091
653,갈매,"경기 구리시 갈매동 608-1 101호, 102호",031-575-1995
654,수택,경기 구리시 교문동 760-12,031-569-3999
655,인창,경기 구리시 인창동 344-7,031-568-9992
656,토평,경기 구리시 토평동 999-2,031-562-9995
657,금정역,경기 군포시 산본동 236-2,031-391-1991
658,당동1호,경기 군포시 당동 904-5 그린프라자 102호,031-399-5225
659,부곡(군포),경기 군포시 부곡동 1120-4,031-462-8292
660,산본1호,경기 군포시 산본동 1106-3 101호,031-399-9992
661,산본3호,경기 군포시 산본동 1060 산본타운 2층,031-391-4484
662,산본역,경기 군포시 산본동 1132-2,031-397-1991
663,호계3호,경기 군포시 당정동 2-3,031-452-9936~7
664,구래,경기 김포시 구래동 6883-1,031-985-2991
665,북변,경기 김포시 감정동 529-3,031-981-1137
666,사우,경기 김포시 사우동 998,031-997-9289
667,양곡,경기 김포시 양촌읍 양곡리 1302-2,031-998-1990
668,운양,경기 김포시 운양동 1297-6 승문리앤포레 1차 1층,031-981-1997
669,장기1호,경기 김포시 장기동 1911-4,031-998-9992
670,통진1호,경기 김포시 통진읍 서암리 758-79,031-989-4545
671,풍무,경기 김포시 풍무동 191-2,031-985-0779
672,다산신도시1호,경기 남양주시 다산동 산3006-2,031-551-1991
673,덕소1호,경기 남양주시 와부읍 덕소리 141-91,031-577-8080
674,도농1호,경기 남양주시 다산동 608,031-568-9289
675,마석,경기 남양주시 화도읍 마석우리 384-8,031-559-9266
676,별내2호,경기 남양주시 별내동 846-7,031-572-1991
677,별내역,경기 남양주시 별내동 1006-1,031-527-1998
678,오남,경기 남양주시 오남읍 오남리 205-19,031-574-9981
679,진건,경기 남양주시 진건읍 사능리 353-4,031-528-9994
680,진접장현리,경기 남양주시 진접읍 장현리 672-1,031-571-2772
681,진접지구,경기 남양주시 진접읍 금곡리 1041-1,031-527-0401
682,창현,경기 남양주시 화도읍 창현리 731-3,031-559-9911
683,퇴계원,경기 남양주시 퇴계원면 퇴계원리 290-14,031-573-9952
684,평내,경기 남양주시 평내동 582-5,031-593-9929
685,호평,경기 남양주시 호평동 656-1,031-511-7892
686,생연,경기 동두천시 생연동 689-28,031-861-1992
687,송내(동두천),경기 동두천시 지행동 694 예일 복합타워 114호,031-863-7797
688,괴안,경기 부천시 소사구 괴안동 39-2,032-344-9291
689,송내(부천),경기 부천시 소사구 송내1동 366-13,032-653-9999
690,심곡1호,경기 부천시 소사구 심곡본동 678-17,"032-611-9239,611-9278"
691,고강1호,경기 부천시 오정구 고강1동 305-4,032-675-8228
692,원종도당,경기 부천시 오정구 원종1동 281-15,032-675-9492~3
693,복사골,경기 부천시 원미구 중동 716-4,032-264-4343
694,상동1호,경기 부천시 원미구 상2동 546-6 110호,032-224-9292
695,상동역,경기 부천시 원미구 상동 523-3 대동프라자 1층 107호,032-328-1771
696,송내로데오,경기 부천시 원미구 상동 400-2,032-324-3020
697,신중동,경기 부천시 원미구 중동 1147-1,032-327-9959
698,역곡2동,경기 부천시 원미구 역곡동 48-5,032-344-9220
699,중동2호,경기 부천시 원미구 중4동 1033-3,032-328-1600
700,중동꿈마을,경기 부천시 원미구 심곡동 93-1,032-611-0920
701,동판교,경기 성남시 분당구 삼평동 664,031-8061-0771
702,무지개마을,경기 성남시 분당구 구미동 212-2,031-713-9971
703,미금,경기 성남시 분당구 구미동 50-2,031-717-8884
704,분당효자,경기 성남시 분당구 서현동 333-1,031-702-0203
705,서판교,경기 성남시 분당구 판교동 612-3,031-702-1990
706,서현,"경기 성남시 분당구 서현동 89-7, 삼성한신근린상가",031-702-5757
707,수내1호,경기 성남시 분당구 수내동 32 양지마을청구아파트,031-712-1991
708,아름마을,"경기 성남시 분당구 야탑동 533-8, 미라보상가 1층 7호",031-701-9972
709,야탑1호,경기 성남시 분당구 야탑동 272-4,031-709-9960
710,야탑역,경기 성남시 분당구 야탑동 376-13,031-709-0991
711,정자,경기 성남시 분당구 정자동 17-5,031-718-5436
712,고등,경기 성남시 수정구 고등동 595-11,031-754-1992
713,성남위례,경기 성남시 수정구 창곡동 547-8,031-759-1992
714,수진1호,경기 성남시 수정구 수진동 88번지 102호,031-752-9999
715,신흥1호,경기 성남시 수정구 신흥동 34,031-745-5898
716,태평1동,경기 성남시 수정구 태평동 6147-2,031-757-8787
717,금광1호,경기 성남시 중원구 금광동 2706,031-732-9997
718,모란역,경기 성남시 중원구 성남동 3249,031-753-1991
719,상대원1호,경기 성남시 중원구 상대원동 5027,031-744-2004
720,은행1호(성남),경기 성남시 중원구 은행동 663-3,031-745-5494
721,고색,경기 수원시 권선구 고색동 31-4,031-292-0050
722,곡반정,경기 수원시 권선구 곡반정동 584-4,031-236-4991
723,권선1호,경기 수원시 권선구 권선동 1260-5,031-232-0292
724,금곡1호,경기 수원시 권선구 금곡동 1088-1,031-295-2339
725,매교,경기 수원시 권선구 세류동 97-5,031-238-3690
726,탑동(수원),경기 수원시 권선구 서둔동 240-5,031-291-0128
727,호매실,경기 수원시 권선구 금곡동 1137-3,031-292-9252
728,광교1호,경기 수원시 영통구 이의동 1332 CB 4~5호,031-212-1998
729,매탄1호,경기 수원시 영통구 매탄동 1170-4,031-222-3120
730,매탄2호,경기 수원시 영통구 매탄2동 199-69,031-211-2616
731,매탄3호,경기 수원시 영통구 매탄4동 208-21,031-216-5425
732,신동1호,경기 수원시 영통구 신동 935-3,031-203-1155
733,신영통1호,경기 수원시 영통구 망포동 381-2,031-273-7333
734,영통1호,경기 수원시 영통구 영통동 1005-1,031-203-0960
735,영통2호,경기 수원시 영통구 영통동 952-5,031-205-9245
736,연무1호,경기 수원시 장안구 연무동 249-13,031-253-9244
737,영화,경기 수원시 장안구 영화동 425-3,031-252-1991
738,율전1호,경기 수원시 장안구 율전동 298-8,031-292-9898
739,정자1호,경기 수원시 장안구 정자동 41-2,031-245-4599
740,정자2호,"경기 수원시 장안구 천천동 502-6, 1층",031-251-2332
741,조원1호,경기 수원시 장안구 조원동 729-12,031-248-5425
742,파장,경기 수원시 장안구 송죽동 216-1,031-245-9252
743,수원역,경기 수원시 팔달구 고등동 86-4,031-247-1991
744,아주대,경기 수원시 팔달구 우만동 85-3 우만동R타워,031-212-0404
745,우만1호,경기 수원시 팔달구 우만동 481,031-242-9985
746,인계,경기 수원시 팔달구 인계동 1118-12,031-224-1990
747,화서1호,"경기 수원시 팔달구 화서동 703 꽃뫼양지마을(대우아파트) 상가 105, 106호",031-292-5225~6
748,화서2호,경기 수원시 팔달구 화서동 185-3,031-257-9959
749,거모,경기 시흥시 거모동 1757-1,031-491-9202
750,능곡,경기 시흥시 능곡동 545,031-318-1991
751,목감신도시2호,경기 시흥시 조남동 657-2,031-405-8808
752,목감역,경기 시흥시 목감동 410-2,031-414-9832
753,배곧신도시1호,"경기 시흥시 정왕동 2475 에이플러스 115, 116호",031-433-1992
754,배곧신도시2호,경기 시흥시 정왕동 2536,031-497-1147
755,신천1호(시흥),경기 시흥시 신천동 707-50,031-316-9797
756,월곶,경기도 시흥시 월곶동 1015-1,031-318-1000
757,은계,경기 시흥시 은행동 645-5,031-312-1991
758,은행1호(시흥),경기 시흥시 대야동 580-4,031-404-9945
759,장곡,"경기 시흥시 장곡동 823-5, 동서빌딩",031-404-5220
760,장현,경기 시흥시 장현동 516-1,031-317-3173
761,정왕1호,경기 시흥시 정왕동 1593-2,031-432-5001
762,정왕2호,경기 시흥시 정왕동 1859-3,031-432-5844
763,정왕3호,"경기 시흥시 정왕동 1726-1, 광개토빌딩 104호",031-488-9677
764,고잔1호,경기 안산시 단원구 고잔동 756-1,031-402-9959
765,고잔2호,경기 안산시 단원구 와동 720-13,031-482-4241
766,선부1호,경기 안산시 단원구 선부동 1070-2,031-414-0277~8
767,선부2호,경기 안산시 단원구 선부동 1142-7,031-484-2233
768,원곡1호,경기 안산시 단원구 원곡동 754-6,031-494-9515~6
769,중앙(안산),경기 안산시 단원구 고잔동 540-7,031-405-1991
770,초지역,경기 안산시 단원구 초지동 592,031-401-4677
771,반월,경기 안산시 상록구 건건동 650-1,031-418-1000
772,본오1호,경기 안산시 상록구 본오동 879-10,031-419-4991
773,본오2호,경기 안산시 상록구 본오동 857-8,031-409-4991
774,부곡(안산),경기 안산시 상록구 부곡동 670-2,031-501-9924
775,사동1호,경기 안산시 상록구 사동 1172,031-438-9200
776,사동2호,경기 안산시 상록구 사동 1376-7,031-502-9935~6
777,월피,"경기 안산시 상록구 월피동 442-26, 1층",031-413-9988
778,일동,경기 안산시 상록구 일동 89-3,031-501-9953~4
779,공도1호,경기 안성시 공도읍 만정리 417-98,031-655-8295
780,안성1호,경기 안성시 연지동 94,031-674-4565
781,안성2호,경기 안성시 인지동 390-35,031-675-8886
782,안성중앙대,경기 안성시 대덕면 내리 678-8,031-676-8919
783,진사리,경기 안성시 공도읍 진사리 20-30,031-653-8882
784,관양,경기 안양시 동안구 관양동 1724-1,031-422-2829
785,비산1호,경기 안양시 동안구 비산동 566-7,031-388-9987
786,평촌1호,경기 안양시 동안구 평촌동 917-9,031-381-5585
787,평촌3호,경기 안양시 동안구 비산동 1059 층 A동 103호,031-382-0555
788,호계1호(안양),경기 안양시 동안구 호계2동 927-2,031-455-9989
789,박달사거리,경기 안양시 만안구 박달동 85-15,031-464-1991
790,석수1호,경기 안양시 만안구 석수1동 177-6,031-473-9922
791,안양1번가,경기 안양시 만안구 안양동 674-241,031-444-1991
792,안양1호,경기 안양시 만안구 안양동 711-317,031-444-9242~3
793,안양2호,경기 안양시 만안구 안양동 473-4,031-443-0064~5
794,고읍1호,경기 양주시 광사동 657,031-845-1212
795,다산신도시1호,경기 남양주시 다산동 산3006-2,031-551-1991
796,덕계(양주),경기 양주시 덕계동 698-5,031-857-1990
797,덕소1호,경기 남양주시 와부읍 덕소리 141-91,031-577-8080
798,덕정1호,경기 양주시 덕정동 240-27,031-858-7447
799,도농1호,경기 남양주시 다산동 608,031-568-9289
800,마석,경기 남양주시 화도읍 마석우리 384-8,031-559-9266
801,백석(양주),경기 양주시 백석읍 복지리 168-3,031-829-9282
802,별내2호,경기 남양주시 별내동 846-7,031-572-1991
803,별내역,경기 남양주시 별내동 1006-1,031-527-1998
804,오남,경기 남양주시 오남읍 오남리 205-19,031-574-9981
805,옥정,"경기 양주시 옥정동 966-1 (101호, 102호)",031-866-1991
806,진건,경기 남양주시 진건읍 사능리 353-4,031-528-9994
807,진접장현리,경기 남양주시 진접읍 장현리 672-1,031-571-2772
808,진접지구,경기 남양주시 진접읍 금곡리 1041-1,031-527-0401
809,창현,경기 남양주시 화도읍 창현리 731-3,031-559-9911
810,퇴계원,경기 남양주시 퇴계원면 퇴계원리 290-14,031-573-9952
811,평내,경기 남양주시 평내동 582-5,031-593-9929
812,호평,경기 남양주시 호평동 656-1,031-511-7892
813,양평,경기 양평군 양평읍 양근리 183-4,031-775-1481
814,여주1호,경기 여주군 하동 405-4,031-885-1655~6
815,여주대,경기 여주군 여주읍 점봉리,031-885-1990
816,오학,경기 여주군 오학동 산45-7,031-885-1999
817,전곡,경기 연천군 전곡읍 전곡리 302-11,031-833-1991
818,궐동,경기 오산시 궐동 650-1,031-378-2700
819,세마수청,경기 오산시 수청동 618-1,031-372-1994
820,운암2호(오산),"경기 오산시 오산동 919-3, 102호",031-378-9229
821,원동,경기 오산시 오산동 881-7,031-378-2277~8
822,강남대,경기 용인시 기흥구 구갈동 594 강남피아,031-275-1991
823,구갈2지구,경기 용인시 기흥구 구갈동 353-3,031-281-9282
824,구성1호,경기 용인시 기흥구 마북동 370-9,031-283-9936
825,동백1호,경기 용인시 기흥구 동백동 614-5,031-274-0033
826,보라,경기 용인시 기흥구 보라동 581-2,031-281-1992
827,보정,경기 용인시 기흥구 보정동 1204-4,031-261-1991
828,용인서천,경기 용인시 기흥구 농서동 436-3,031-206-1993
829,흥덕,경기 용인시 기흥구 영덕동 994-3,031-215-9253
830,동천1호,경기 용인시 수지구 동천동 941-7,031-889-1991
831,상현1호,경기 용인시 수지구 상현동 3-4,031-276-1566
832,상현역,경기 용인시 수지구 상현동 1160,031-213-1996
833,성복,경기 용인시 수지구 성복동 162-3,031-264-1991
834,수지1지구,경기 용인시 수지구 풍덕천동 29-10,031-265-5568~9
835,수지2지구,경기 용인시 수지구 풍덕천동 697,031-261-2335
836,죽전,경기 용인시 수지구 죽전동 1151,031-265-6222~1
837,남사,경기 용인시 처인구 남사면 아곡리 702,031-338-7999
838,둔전,경기 용인시 처인구 포곡읍 둔전리 400-2,031-333-9245
839,양지,경기 용인시 처인구 양지리 454-2,031-322-1992
840,용인1호,경기 용인시 처인구 김량장동 293-24,031-339-0725
841,용인2호,경기 용인시 처인구 마평동 657-14,031-335-5478
842,용인모현,경기도 용인시 처인구 처인구 모현읍 왕산리 794-20,031-338-1993
843,내손갈뫼,경기 의왕시 내손1동 755-4 명성프라자,031-426-0394~5
844,백운호수,경기 의왕시 학의동 1093-4,031-424-1991
845,오전고천,경기 의왕시 오전동 276-1,031-477-1150~1
846,인덕원,경기 의왕시 포일동 662,031-422-9114
847,포일내손,경기 의왕시 내손동 669-4,031-462-1991
848,금오,경기 의정부시 금오동 473-4,031-853-0092
849,녹양,경기 의정부시 가능동 92-51,031-829-9989
850,민락(의정부),경기 의정부시 민락동 834-3,031-872-1991
851,민락2호,경기 의정부시 민락동 902-1,031-852-1995
852,신곡,경기 의정부시 신곡동 484,031-821-7795~6
853,신곡2호,경기 의정부시 신곡동 703-9,031-855-9992
854,용현1호,경기 의정부시 용현동 18-15,031-853-9981~2
855,의정부역,경기 의정부시 의정부동 140-3 미래프라자 1층,031-855-1992
856,장암,경기 의정부시 신곡동 362-4,031-840-9290
857,호원1호,경기 의정부시 호원동 466-15,031-826-0468
858,회룡역,경기 의정부시 호원동 426,031-826-1992
859,이천1호,경기 이천시 영창로 242,031-635-9014
860,이천관고,경기 이천시 관고동 504-6,031-631-1991
861,이천하이닉스,경기 이천시 부발읍 아미리 678-11,031-637-3392
862,증포,경기 이천시 증포동 177-21,031-637-8292
863,가람마을,경기 파주시 와동동 1557-1,031-946-4472
864,교하신도시,경기 파주시 다율동 1001-6,031-945-9285
865,금촌1호,경기 파주시 금촌동 51-8,031-941-4043
866,금촌로데오,경기 파주시 금촌동 986-2,031-946-9222
867,문산,경기 파주시 문산읍 방촌로 1729,031-953-5848
868,봉일천,경기 파주시 조리읍 봉일천리 142-3,031-944-8279
869,산내마을,경기 파주시 목동동 937,031-945-0092
